sequence_id	query_length	closest_reference_id	closest_reference_ids	closest_reference_tie_count	target_length	alignment_score	alignment_length	aligned_pairs	identical_residues	identity	query_coverage	target_coverage	effective_identity	distance	distance_status	distance_reason	reference_count	resolved_reference_count
vae_candidate_000610	83	nat_c477483bf308ed286daf	"[""nat_c477483bf308ed286daf""]"	1	87	12.0	99	71	22	0.30985915492957744	0.8554216867469879	0.8160919540229885	0.25287356321839083	0.7471264367816092	resolved		346	22
vae_candidate_000611	83	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a""]"	1	94	254.0	100	77	63	0.8181818181818182	0.927710843373494	0.8191489361702128	0.6702127659574468	0.32978723404255317	resolved		346	218
vae_candidate_000612	180		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000613	99		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000614	84	nat_6cb2a4a67fad0b3f22b1	"[""nat_6cb2a4a67fad0b3f22b1"", ""nat_8f5ca23cd23d0262e12b"", ""nat_90e82772d308676c7556""]"	3	74	6.0	89	69	16	0.2318840579710145	0.8214285714285714	0.9324324324324325	0.19047619047619047	0.8095238095238095	resolved		346	3
vae_candidate_000615	92	nat_f49fe3672d6fdfda7cc7	"[""nat_f49fe3672d6fdfda7cc7""]"	1	95	185.0	105	82	58	0.7073170731707317	0.8913043478260869	0.8631578947368421	0.6105263157894737	0.3894736842105263	resolved		346	156
vae_candidate_000616	66	nat_6cb2a4a67fad0b3f22b1	"[""nat_6cb2a4a67fad0b3f22b1"", ""nat_90e82772d308676c7556""]"	2	74	28.0	74	66	25	0.3787878787878788	1.0	0.8918918918918919	0.33783783783783783	0.6621621621621622	resolved		346	14
vae_candidate_000617	92	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573""]"	1	92	166.0	107	77	50	0.6493506493506493	0.8369565217391305	0.8369565217391305	0.5434782608695652	0.4565217391304348	resolved		346	128
vae_candidate_000618	95	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb"", ""nat_4b58b860e36e01bdb682"", ""nat_7ee1d64f80049d71603c"", ""nat_c468502803b4ab5981f1"", ""nat_d5d6f3cedb33fb3328b6""]"	5	95	396.0	96	94	85	0.9042553191489362	0.9894736842105263	0.9894736842105263	0.8947368421052632	0.10526315789473684	resolved		346	183
vae_candidate_000619	113	nat_69442765a7e1224b0435	"[""nat_69442765a7e1224b0435""]"	1	96	193.0	113	96	56	0.5833333333333334	0.8495575221238938	1.0	0.49557522123893805	0.504424778761062	resolved		346	116
vae_candidate_000620	149	nat_2f6b62c5722bcacabd8e	"[""nat_2f6b62c5722bcacabd8e""]"	1	136	249.0	164	121	67	0.5537190082644629	0.8120805369127517	0.8897058823529411	0.44966442953020136	0.5503355704697986	resolved		346	85
vae_candidate_000621	76	nat_2dee131e85e06a8f9fdd	"[""nat_2dee131e85e06a8f9fdd""]"	1	76	175.5	78	74	45	0.6081081081081081	0.9736842105263158	0.9736842105263158	0.5921052631578947	0.4078947368421053	resolved		346	106
vae_candidate_000622	66	nat_cac8cf4903b24e69aca8	"[""nat_cac8cf4903b24e69aca8""]"	1	76	141.0	81	61	38	0.6229508196721312	0.9242424242424242	0.8026315789473685	0.5	0.5	resolved		346	57
vae_candidate_000623	93	nat_c8490949e18e771ed8c8	"[""nat_c8490949e18e771ed8c8"", ""nat_ccd25408209dd226eaf9""]"	2	94	386.5	95	92	86	0.9347826086956522	0.989247311827957	0.9787234042553191	0.9148936170212766	0.08510638297872342	resolved		346	182
vae_candidate_000624	86	nat_766d45336d56f5b42f24	"[""nat_766d45336d56f5b42f24""]"	1	79	162.5	92	73	49	0.6712328767123288	0.8488372093023255	0.9240506329113924	0.5697674418604651	0.43023255813953487	resolved		346	192
vae_candidate_000625	100		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000626	166	nat_25ee00a9c2b4e74f79dd	"[""nat_25ee00a9c2b4e74f79dd""]"	1	155	20.0	176	145	36	0.2482758620689655	0.8734939759036144	0.9354838709677419	0.21686746987951808	0.7831325301204819	resolved		346	1
vae_candidate_000627	90	nat_86af2bea85657bdc848a	"[""nat_86af2bea85657bdc848a""]"	1	93	346.5	93	90	75	0.8333333333333334	1.0	0.967741935483871	0.8064516129032258	0.19354838709677424	resolved		346	196
vae_candidate_000628	112	nat_4b655799ef9e19953b56	"[""nat_4b655799ef9e19953b56""]"	1	133	21.5	138	107	34	0.3177570093457944	0.9553571428571429	0.8045112781954887	0.2556390977443609	0.7443609022556391	resolved		346	3
vae_candidate_000629	50		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000630	111	nat_48f4fc548c0153a5775e	"[""nat_48f4fc548c0153a5775e"", ""nat_9fda348180c612303cdb""]"	2	96	290.0	117	90	72	0.8	0.8108108108108109	0.9375	0.6486486486486487	0.3513513513513513	resolved		346	57
vae_candidate_000631	115	nat_4482775e0979509e45d2	"[""nat_4482775e0979509e45d2"", ""nat_4b58b860e36e01bdb682"", ""nat_8f3e753527c876cd94f0""]"	3	95	301.5	118	92	68	0.7391304347826086	0.8	0.968421052631579	0.591304347826087	0.408695652173913	resolved		346	104
vae_candidate_000632	125	nat_db787bdce100ebe0b52f	"[""nat_db787bdce100ebe0b52f""]"	1	137	50.0	151	111	42	0.3783783783783784	0.888	0.8102189781021898	0.30656934306569344	0.6934306569343065	resolved		346	4
vae_candidate_000633	99	nat_9fda348180c612303cdb	"[""nat_9fda348180c612303cdb""]"	1	95	239.5	108	86	62	0.7209302325581395	0.8686868686868687	0.9052631578947369	0.6262626262626263	0.3737373737373737	resolved		346	157
vae_candidate_000634	97	nat_74aacbad701be1598660	"[""nat_74aacbad701be1598660"", ""nat_8f3e753527c876cd94f0"", ""nat_94cdaea6b1db7bfe983f"", ""nat_b47c8eec954491beb714"", ""nat_bf5abb4d953e0d6aaa1f"", ""nat_d5d6f3cedb33fb3328b6""]"	6	95	207.5	104	88	57	0.6477272727272727	0.9072164948453608	0.9263157894736842	0.5876288659793815	0.41237113402061853	resolved		346	156
vae_candidate_000635	89	nat_30c8db5b2a48ec02340b	"[""nat_30c8db5b2a48ec02340b""]"	1	94	315.0	96	87	73	0.8390804597701149	0.9775280898876404	0.925531914893617	0.776595744680851	0.22340425531914898	resolved		346	187
vae_candidate_000636	100	nat_fca422d4ddd5dcd65605	"[""nat_fca422d4ddd5dcd65605""]"	1	96	141.5	114	82	44	0.5365853658536586	0.82	0.8541666666666666	0.44	0.56	resolved		346	103
vae_candidate_000637	180	nat_f5d47642f8821cca8f9a	"[""nat_f5d47642f8821cca8f9a""]"	1	156	277.5	192	144	86	0.5972222222222222	0.8	0.9230769230769231	0.4777777777777778	0.5222222222222221	resolved		346	30
vae_candidate_000638	89	nat_fa2383cbfbff83286c61	"[""nat_fa2383cbfbff83286c61""]"	1	96	338.5	96	89	77	0.8651685393258427	1.0	0.9270833333333334	0.8020833333333334	0.19791666666666663	resolved		346	195
vae_candidate_000639	89	nat_9fda348180c612303cdb	"[""nat_9fda348180c612303cdb""]"	1	95	260.5	100	84	63	0.75	0.9438202247191011	0.8842105263157894	0.6631578947368421	0.33684210526315794	resolved		346	190
vae_candidate_000640	85	nat_873dfd59523575571c0b	"[""nat_873dfd59523575571c0b""]"	1	85	238.0	101	69	55	0.7971014492753623	0.8117647058823529	0.8117647058823529	0.6470588235294118	0.3529411764705882	resolved		346	55
vae_candidate_000641	122	nat_45d8bf8bea0b0845fea0	"[""nat_45d8bf8bea0b0845fea0""]"	1	139	70.0	149	112	44	0.39285714285714285	0.9180327868852459	0.8057553956834532	0.31654676258992803	0.6834532374100719	resolved		346	19
vae_candidate_000642	139	nat_1aeb097a28c863a862e4	"[""nat_1aeb097a28c863a862e4""]"	1	137	164.5	164	112	59	0.5267857142857143	0.8057553956834532	0.8175182481751825	0.4244604316546763	0.5755395683453237	resolved		346	26
vae_candidate_000643	104	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb"", ""nat_4482775e0979509e45d2""]"	2	95	117.0	108	91	45	0.4945054945054945	0.875	0.9578947368421052	0.4326923076923077	0.5673076923076923	resolved		346	126
vae_candidate_000644	176	nat_3997c1e8cae542beb07c	"[""nat_3997c1e8cae542beb07c"", ""nat_f5d47642f8821cca8f9a""]"	2	156	434.0	191	141	107	0.7588652482269503	0.8011363636363636	0.9038461538461539	0.6079545454545454	0.3920454545454546	resolved		346	58
vae_candidate_000645	85	nat_873dfd59523575571c0b	"[""nat_873dfd59523575571c0b""]"	1	85	137.0	98	72	44	0.6111111111111112	0.8470588235294118	0.8470588235294118	0.5176470588235295	0.48235294117647054	resolved		346	139
vae_candidate_000646	116	nat_8d5392221648a605a7c2	"[""nat_8d5392221648a605a7c2""]"	1	134	158.0	142	108	56	0.5185185185185185	0.9310344827586207	0.8059701492537313	0.417910447761194	0.582089552238806	resolved		346	5
vae_candidate_000647	97	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985"", ""nat_9ba949b2aab9e2be6898""]"	2	95	282.5	99	93	69	0.7419354838709677	0.9587628865979382	0.9789473684210527	0.711340206185567	0.28865979381443296	resolved		346	166
vae_candidate_000648	96		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000649	90	nat_5d20f105b230fcb464d1	"[""nat_5d20f105b230fcb464d1"", ""nat_6dc60142a293ec7c6dcb"", ""nat_766d45336d56f5b42f24"", ""nat_fb877ea45a36f28c6227""]"	4	78	5.5	96	72	24	0.3333333333333333	0.8	0.9230769230769231	0.26666666666666666	0.7333333333333334	resolved		346	10
vae_candidate_000650	74	nat_5ff91e8d3cfc9ac60d0d	"[""nat_5ff91e8d3cfc9ac60d0d""]"	1	72	40.5	82	64	24	0.375	0.8648648648648649	0.8888888888888888	0.32432432432432434	0.6756756756756757	resolved		346	23
vae_candidate_000651	94	nat_07f90c8c92dbdb92b94e	"[""nat_07f90c8c92dbdb92b94e"", ""nat_5d40201e59780a4578e1""]"	2	95	209.0	106	83	57	0.6867469879518072	0.8829787234042553	0.8736842105263158	0.6	0.4	resolved		346	159
vae_candidate_000652	84	nat_4d627ec7ce40cceb1d25	"[""nat_4d627ec7ce40cceb1d25""]"	1	78	240.0	85	77	58	0.7532467532467533	0.9166666666666666	0.9871794871794872	0.6904761904761905	0.30952380952380953	resolved		346	219
vae_candidate_000653	108	nat_9fda348180c612303cdb	"[""nat_9fda348180c612303cdb""]"	1	95	346.5	111	92	80	0.8695652173913043	0.8518518518518519	0.968421052631579	0.7407407407407407	0.2592592592592593	resolved		346	137
vae_candidate_000654	71		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000655	82		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000656	83	nat_873dfd59523575571c0b	"[""nat_873dfd59523575571c0b""]"	1	85	148.5	95	73	46	0.6301369863013698	0.8795180722891566	0.8588235294117647	0.5411764705882353	0.45882352941176474	resolved		346	101
vae_candidate_000657	72	nat_cac8cf4903b24e69aca8	"[""nat_cac8cf4903b24e69aca8""]"	1	76	245.5	82	66	55	0.8333333333333334	0.9166666666666666	0.868421052631579	0.7236842105263158	0.2763157894736842	resolved		346	92
vae_candidate_000658	96	nat_fa2383cbfbff83286c61	"[""nat_fa2383cbfbff83286c61""]"	1	96	361.5	99	93	81	0.8709677419354839	0.96875	0.96875	0.84375	0.15625	resolved		346	166
vae_candidate_000659	112	nat_9fd0842a53e077dc147a	"[""nat_9fd0842a53e077dc147a""]"	1	111	78.5	129	94	39	0.4148936170212766	0.8392857142857143	0.8468468468468469	0.3482142857142857	0.6517857142857143	resolved		346	6
vae_candidate_000660	112	nat_48f4fc548c0153a5775e	"[""nat_48f4fc548c0153a5775e"", ""nat_74aacbad701be1598660""]"	2	96	320.0	116	92	74	0.8043478260869565	0.8214285714285714	0.9583333333333334	0.6607142857142857	0.3392857142857143	resolved		346	95
vae_candidate_000661	180		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000662	93	nat_3d7fc725cd17cf23a73c	"[""nat_3d7fc725cd17cf23a73c""]"	1	97	10.0	111	79	27	0.34177215189873417	0.8494623655913979	0.8144329896907216	0.27835051546391754	0.7216494845360825	resolved		346	60
vae_candidate_000663	88	nat_6b94719ca1a990ee1d8f	"[""nat_6b94719ca1a990ee1d8f"", ""nat_873dfd59523575571c0b""]"	2	87	19.0	104	71	29	0.4084507042253521	0.8068181818181818	0.8160919540229885	0.32954545454545453	0.6704545454545454	resolved		346	91
vae_candidate_000664	168	nat_234ee7db19bcd2cc0f16	"[""nat_234ee7db19bcd2cc0f16"", ""nat_747d60b2bd9f9baa6cfc"", ""nat_8430c66867e7555de5e1""]"	3	157	45.5	189	136	38	0.27941176470588236	0.8095238095238095	0.8662420382165605	0.2261904761904762	0.7738095238095238	resolved		346	4
vae_candidate_000665	175		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000666	99	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985""]"	1	95	289.0	104	90	68	0.7555555555555555	0.9090909090909091	0.9473684210526315	0.6868686868686869	0.31313131313131315	resolved		346	158
vae_candidate_000667	61	nat_2708b2500f3eefced6c0	"[""nat_2708b2500f3eefced6c0""]"	1	69	9.5	69	61	18	0.29508196721311475	1.0	0.8840579710144928	0.2608695652173913	0.7391304347826086	resolved		346	3
vae_candidate_000668	82	nat_32fcf9c5b6202c499dc1	"[""nat_32fcf9c5b6202c499dc1""]"	1	88	156.5	99	71	41	0.5774647887323944	0.8658536585365854	0.8068181818181818	0.4659090909090909	0.5340909090909092	resolved		346	3
vae_candidate_000669	180		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000670	134	nat_2f6b62c5722bcacabd8e	"[""nat_2f6b62c5722bcacabd8e""]"	1	136	107.0	156	114	45	0.39473684210526316	0.8507462686567164	0.8382352941176471	0.33088235294117646	0.6691176470588236	resolved		346	19
vae_candidate_000671	73	nat_38a86b2caad8351d20f8	"[""nat_38a86b2caad8351d20f8""]"	1	70	10.5	83	60	24	0.4	0.821917808219178	0.8571428571428571	0.3287671232876712	0.6712328767123288	resolved		346	41
vae_candidate_000672	131	nat_be1dac504153ecab385d	"[""nat_be1dac504153ecab385d""]"	1	154	277.5	160	125	81	0.648	0.9541984732824428	0.8116883116883117	0.525974025974026	0.474025974025974	resolved		346	62
vae_candidate_000673	93	nat_4f811102c58fb8e77080	"[""nat_4f811102c58fb8e77080"", ""nat_5d20f105b230fcb464d1""]"	2	78	167.0	96	75	48	0.64	0.8064516129032258	0.9615384615384616	0.5161290322580645	0.4838709677419355	resolved		346	114
vae_candidate_000674	71	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	161.0	75	69	39	0.5652173913043478	0.971830985915493	0.9452054794520548	0.5342465753424658	0.4657534246575342	resolved		346	84
vae_candidate_000675	82	nat_144165ea4d3ea8a64b2e	"[""nat_144165ea4d3ea8a64b2e"", ""nat_1f956fdbc151f2ec0ffb"", ""nat_4482775e0979509e45d2"", ""nat_92d7d81f95603487cd9c"", ""nat_c468502803b4ab5981f1""]"	5	95	270.0	101	76	62	0.8157894736842105	0.926829268292683	0.8	0.6526315789473685	0.34736842105263155	resolved		346	164
vae_candidate_000676	106	nat_86af2bea85657bdc848a	"[""nat_86af2bea85657bdc848a"", ""nat_dc6aa26cbe06c32b68c2""]"	2	93	255.0	113	86	66	0.7674418604651163	0.8113207547169812	0.9247311827956989	0.6226415094339622	0.37735849056603776	resolved		346	59
vae_candidate_000677	137	nat_2f6b62c5722bcacabd8e	"[""nat_2f6b62c5722bcacabd8e""]"	1	136	278.5	154	119	77	0.6470588235294118	0.8686131386861314	0.875	0.5620437956204379	0.43795620437956206	resolved		346	94
vae_candidate_000678	87	nat_0a6194eed91a047cb43e	"[""nat_0a6194eed91a047cb43e"", ""nat_1f1d6fdb82f348ed948e""]"	2	84	15.0	101	70	21	0.3	0.8045977011494253	0.8333333333333334	0.2413793103448276	0.7586206896551724	resolved		346	5
vae_candidate_000679	70	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	246.5	78	65	55	0.8461538461538461	0.9285714285714286	0.8904109589041096	0.7534246575342466	0.2465753424657534	resolved		346	70
vae_candidate_000680	94	nat_84eddb9c9ecca10afd5a	"[""nat_84eddb9c9ecca10afd5a""]"	1	99	16.5	111	82	22	0.2682926829268293	0.8723404255319149	0.8282828282828283	0.2222222222222222	0.7777777777777778	resolved		346	1
vae_candidate_000681	81	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573"", ""nat_b5ccff48f879b7cc34ad""]"	2	92	252.0	93	80	59	0.7375	0.9876543209876543	0.8695652173913043	0.6413043478260869	0.3586956521739131	resolved		346	216
vae_candidate_000682	119	nat_c74d6e1106797b3a3d0f	"[""nat_c74d6e1106797b3a3d0f""]"	1	133	157.0	145	107	51	0.4766355140186916	0.8991596638655462	0.8045112781954887	0.38345864661654133	0.6165413533834587	resolved		346	6
vae_candidate_000683	93	nat_c468502803b4ab5981f1	"[""nat_c468502803b4ab5981f1"", ""nat_d07d112598796fe30d76"", ""nat_d5d6f3cedb33fb3328b6""]"	3	95	397.5	95	93	82	0.8817204301075269	1.0	0.9789473684210527	0.8631578947368421	0.13684210526315788	resolved		346	182
vae_candidate_000684	175	nat_25ee00a9c2b4e74f79dd	"[""nat_25ee00a9c2b4e74f79dd""]"	1	155	214.5	189	141	72	0.5106382978723404	0.8057142857142857	0.9096774193548387	0.4114285714285714	0.5885714285714285	resolved		346	31
vae_candidate_000685	106	nat_86af2bea85657bdc848a	"[""nat_86af2bea85657bdc848a""]"	1	93	375.0	106	93	85	0.9139784946236559	0.8773584905660378	1.0	0.8018867924528302	0.19811320754716977	resolved		346	149
vae_candidate_000686	95	nat_dbcea97f4e8354ba3556	"[""nat_dbcea97f4e8354ba3556""]"	1	94	35.5	113	76	27	0.35526315789473684	0.8	0.8085106382978723	0.28421052631578947	0.7157894736842105	resolved		346	5
vae_candidate_000687	130	nat_8a4162d5996844339fef	"[""nat_8a4162d5996844339fef"", ""nat_942bc0624c6f9016a403""]"	2	135	199.0	152	113	62	0.5486725663716814	0.8692307692307693	0.837037037037037	0.45925925925925926	0.5407407407407407	resolved		346	69
vae_candidate_000688	60		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000689	126	nat_0ccad4d436403131ae6a	"[""nat_0ccad4d436403131ae6a"", ""nat_6ee0ebbf185af1c7d346""]"	2	135	204.0	143	118	65	0.5508474576271186	0.9365079365079365	0.8740740740740741	0.48148148148148145	0.5185185185185186	resolved		346	32
vae_candidate_000690	66	nat_8d6274f78693091697cf	"[""nat_8d6274f78693091697cf""]"	1	70	150.0	73	63	39	0.6190476190476191	0.9545454545454546	0.9	0.5571428571428572	0.44285714285714284	resolved		346	63
vae_candidate_000691	129		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000692	96	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb"", ""nat_a49cfe7d33cec22c3905"", ""nat_a7791ad55c70e7fd3462""]"	3	95	210.0	112	79	61	0.7721518987341772	0.8229166666666666	0.8315789473684211	0.6354166666666666	0.36458333333333337	resolved		346	149
vae_candidate_000693	107		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000694	180	nat_25ee00a9c2b4e74f79dd	"[""nat_25ee00a9c2b4e74f79dd""]"	1	155	166.0	191	144	67	0.4652777777777778	0.8	0.9290322580645162	0.37222222222222223	0.6277777777777778	resolved		346	2
vae_candidate_000695	98		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000696	102	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e""]"	1	96	393.5	102	96	84	0.875	0.9411764705882353	1.0	0.8235294117647058	0.17647058823529416	resolved		346	158
vae_candidate_000697	65		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000698	66	nat_38a86b2caad8351d20f8	"[""nat_38a86b2caad8351d20f8"", ""nat_505ccb0a3946a89f0437"", ""nat_a1131689eff9ccc2bc1c"", ""nat_d43d1d5ec03e055dcf06"", ""nat_eccab6536bed142192aa""]"	5	70	79.5	80	56	31	0.5535714285714286	0.8484848484848485	0.8	0.44285714285714284	0.5571428571428572	resolved		346	18
vae_candidate_000699	101	nat_3d7fc725cd17cf23a73c	"[""nat_3d7fc725cd17cf23a73c"", ""nat_c7cb28cf54b6a88ff785""]"	2	97	25.5	116	82	30	0.36585365853658536	0.8118811881188119	0.845360824742268	0.297029702970297	0.7029702970297029	resolved		346	100
vae_candidate_000700	158	nat_25ee00a9c2b4e74f79dd	"[""nat_25ee00a9c2b4e74f79dd""]"	1	155	154.5	181	132	57	0.4318181818181818	0.8354430379746836	0.8516129032258064	0.36075949367088606	0.639240506329114	resolved		346	34
vae_candidate_000701	111	nat_48f4fc548c0153a5775e	"[""nat_48f4fc548c0153a5775e""]"	1	96	293.5	114	93	75	0.8064516129032258	0.8378378378378378	0.96875	0.6756756756756757	0.32432432432432434	resolved		346	124
vae_candidate_000702	99		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000703	74	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	239.0	79	68	55	0.8088235294117647	0.918918918918919	0.9315068493150684	0.7432432432432432	0.2567567567567568	resolved		346	96
vae_candidate_000704	113	nat_461115b7000bfd74f566	"[""nat_461115b7000bfd74f566"", ""nat_4d4e00d31d935ed0527d"", ""nat_4e9e86277af05dbd050d"", ""nat_8d29ff35edf68fc809de"", ""nat_9fda348180c612303cdb"", ""nat_fca422d4ddd5dcd65605""]"	6	96	211.0	117	92	59	0.6413043478260869	0.8141592920353983	0.9583333333333334	0.5221238938053098	0.47787610619469023	resolved		346	115
vae_candidate_000705	180		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000706	83	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb"", ""nat_d80e058d93177215aa4b""]"	2	95	169.5	100	78	49	0.6282051282051282	0.9397590361445783	0.8210526315789474	0.5157894736842106	0.4842105263157894	resolved		346	156
vae_candidate_000707	156		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000708	167	nat_619107fa48650be1a768	"[""nat_619107fa48650be1a768"", ""nat_e3ae3cb5783250fb742f""]"	2	156	208.0	188	135	74	0.5481481481481482	0.8083832335329342	0.8653846153846154	0.4431137724550898	0.5568862275449102	resolved		346	80
vae_candidate_000709	177		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000710	103	nat_dc2b0da282a1a334132b	"[""nat_dc2b0da282a1a334132b""]"	1	102	44.0	118	87	28	0.3218390804597701	0.8446601941747572	0.8529411764705882	0.27184466019417475	0.7281553398058253	resolved		346	3
vae_candidate_000711	62	nat_6b39f5a7fb6bca78b4de	"[""nat_6b39f5a7fb6bca78b4de"", ""nat_c8ff85651c16b5c02641""]"	2	68	9.0	73	57	18	0.3157894736842105	0.9193548387096774	0.8382352941176471	0.2647058823529412	0.7352941176470589	resolved		346	9
